barcode,product_name,categories,ingredients_text,energy_kcal_100g,fat_100g,sugars_100g,proteins_100g,salt_100g,allergens
8901000001511,Food Product 1511,Snacks,"Milk, Cocoa, Sugar",456,14.62,11.56,20.87,2.22,gluten
8901000001512,Food Product 1512,Frozen Foods,"Milk, Cocoa, Sugar",226,29.22,5.42,3.55,0.18,milk
8901000001513,Food Product 1513,Dairy,"Oats, Honey, Almonds",416,18.01,37.88,9.52,4.91,gluten
8901000001514,Food Product 1514,Beverages,"Milk, Cocoa, Sugar",329,22.79,21.23,10.36,3.91,nuts
8901000001515,Food Product 1515,Snacks,"Milk, Cocoa, Sugar",333,29.82,4.96,6.42,1.29,nuts
8901000001516,Food Product 1516,Cereals,"Water, Fruit Concentrate, Sugar",360,29.24,19.69,19.64,4.68,milk
8901000001517,Food Product 1517,Frozen Foods,"Water, Fruit Concentrate, Sugar",480,6.12,33.17,0.66,4.89,milk
8901000001518,Food Product 1518,Cereals,"Rice, Spices, Vegetable Oil",82,5.31,9.66,3.14,3.21,none
8901000001519,Food Product 1519,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",541,17.28,5.46,3.52,3.06,none
8901000001520,Food Product 1520,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",250,24.83,32.19,20.35,1.99,none
8901000001521,Food Product 1521,Cereals,"Water, Fruit Concentrate, Sugar",301,27.48,14.11,21.63,3.3,gluten
8901000001522,Food Product 1522,Beverages,"Milk, Cocoa, Sugar",270,7.55,36.66,8.06,3.23,milk
8901000001523,Food Product 1523,Frozen Foods,"Rice, Spices, Vegetable Oil",223,26.06,29.53,21.96,0.15,gluten
8901000001524,Food Product 1524,Snacks,"Oats, Honey, Almonds",129,10.57,37.77,3.24,1.45,nuts
8901000001525,Food Product 1525,Frozen Foods,"Rice, Spices, Vegetable Oil",334,27.05,22.1,22.47,0.33,gluten
8901000001526,Food Product 1526,Cereals,"Oats, Honey, Almonds",244,3.2,30.32,16.58,3.13,nuts
8901000001527,Food Product 1527,Frozen Foods,"Oats, Honey, Almonds",143,14.47,31.98,15.86,2.78,nuts
8901000001528,Food Product 1528,Beverages,"Rice, Spices, Vegetable Oil",548,3.58,26.32,23.37,1.53,none
8901000001529,Food Product 1529,Frozen Foods,"Milk, Cocoa, Sugar",410,4.8,12.37,11.21,1.05,gluten
8901000001530,Food Product 1530,Dairy,"Rice, Spices, Vegetable Oil",187,10.05,30.32,10.81,1.6,none
8901000001531,Food Product 1531,Cereals,"Water, Fruit Concentrate, Sugar",275,22.99,17.46,3.98,2.3,milk
8901000001532,Food Product 1532,Beverages,"Milk, Cocoa, Sugar",91,8.77,27.71,9.9,3.75,gluten
8901000001533,Food Product 1533,Beverages,"Water, Fruit Concentrate, Sugar",297,0.97,18.91,7.2,3.86,gluten
8901000001534,Food Product 1534,Cereals,"Milk, Cocoa, Sugar",303,4.89,7.79,16.5,2.65,gluten
8901000001535,Food Product 1535,Frozen Foods,"Rice, Spices, Vegetable Oil",494,23.96,2.76,3.09,3.85,none
8901000001536,Food Product 1536,Beverages,"Water, Fruit Concentrate, Sugar",192,5.51,15.29,21.07,2.03,milk
8901000001537,Food Product 1537,Beverages,"Rice, Spices, Vegetable Oil",105,11.17,1.4,4.73,3.99,gluten
8901000001538,Food Product 1538,Dairy,"Rice, Spices, Vegetable Oil",235,15.37,17.33,18.81,3.86,nuts
8901000001539,Food Product 1539,Frozen Foods,"Water, Fruit Concentrate, Sugar",247,4.39,37.22,19.79,0.22,gluten
8901000001540,Food Product 1540,Snacks,"Water, Fruit Concentrate, Sugar",259,3.84,17.76,5.04,4.69,gluten
8901000001541,Food Product 1541,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",385,24.32,38.11,21.41,3.32,nuts
8901000001542,Food Product 1542,Cereals,"Water, Fruit Concentrate, Sugar",224,15.94,4.33,24.95,4.5,nuts
8901000001543,Food Product 1543,Snacks,"Water, Fruit Concentrate, Sugar",345,6.53,34.8,20.8,0.44,gluten
8901000001544,Food Product 1544,Snacks,"Water, Fruit Concentrate, Sugar",313,9.91,23.9,1.83,1.71,none
8901000001545,Food Product 1545,Beverages,"Water, Fruit Concentrate, Sugar",176,10.19,35.24,7.62,1.14,none
8901000001546,Food Product 1546,Snacks,"Water, Fruit Concentrate, Sugar",139,22.24,0.11,1.65,1.74,nuts
8901000001547,Food Product 1547,Dairy,"Oats, Honey, Almonds",332,1.21,12.39,24.96,2.69,nuts
8901000001548,Food Product 1548,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",427,10.1,19.2,10.8,1.82,none
8901000001549,Food Product 1549,Frozen Foods,"Oats, Honey, Almonds",201,6.75,20.19,5.49,3.49,none
8901000001550,Food Product 1550,Cereals,"Oats, Honey, Almonds",327,14.33,7.0,11.6,2.58,gluten
8901000001551,Food Product 1551,Dairy,"Water, Fruit Concentrate, Sugar",96,6.98,23.18,15.73,0.62,gluten
8901000001552,Food Product 1552,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",495,8.56,10.26,5.29,0.54,milk
8901000001553,Food Product 1553,Dairy,"Milk, Cocoa, Sugar",115,15.25,14.72,22.77,0.5,none
8901000001554,Food Product 1554,Snacks,"Milk, Cocoa, Sugar",271,7.96,2.98,18.93,3.31,gluten
8901000001555,Food Product 1555,Beverages,"Oats, Honey, Almonds",84,20.15,10.68,7.47,2.46,nuts
8901000001556,Food Product 1556,Frozen Foods,"Water, Fruit Concentrate, Sugar",413,22.51,14.36,16.19,4.63,gluten
8901000001557,Food Product 1557,Cereals,"Water, Fruit Concentrate, Sugar",168,25.2,8.0,8.32,0.47,nuts
8901000001558,Food Product 1558,Snacks,"Water, Fruit Concentrate, Sugar",106,24.09,26.29,12.81,1.87,milk
8901000001559,Food Product 1559,Cereals,"Rice, Spices, Vegetable Oil",312,21.85,5.86,6.93,4.8,none
8901000001560,Food Product 1560,Cereals,"Water, Fruit Concentrate, Sugar",110,20.09,10.47,12.58,4.04,nuts
8901000001561,Food Product 1561,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",458,17.31,1.74,4.33,3.14,nuts
8901000001562,Food Product 1562,Cereals,"Water, Fruit Concentrate, Sugar",440,16.43,24.39,3.29,2.94,gluten
8901000001563,Food Product 1563,Dairy,"Water, Fruit Concentrate, Sugar",427,5.67,9.68,13.42,0.85,nuts
8901000001564,Food Product 1564,Snacks,"Rice, Spices, Vegetable Oil",248,0.89,19.48,24.29,3.15,nuts
8901000001565,Food Product 1565,Snacks,"Water, Fruit Concentrate, Sugar",177,2.68,28.84,4.82,4.55,gluten
8901000001566,Food Product 1566,Dairy,"Water, Fruit Concentrate, Sugar",441,28.14,23.81,6.5,3.75,gluten
8901000001567,Food Product 1567,Dairy,"Oats, Honey, Almonds",313,5.82,31.2,23.25,2.12,nuts
8901000001568,Food Product 1568,Snacks,"Rice, Spices, Vegetable Oil",156,26.25,7.82,7.97,0.89,gluten
8901000001569,Food Product 1569,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",472,11.24,32.49,24.85,1.49,nuts
8901000001570,Food Product 1570,Dairy,"Rice, Spices, Vegetable Oil",537,25.64,6.17,0.28,0.32,none
8901000001571,Food Product 1571,Cereals,"Rice, Spices, Vegetable Oil",147,5.61,34.21,19.21,0.07,nuts
8901000001572,Food Product 1572,Frozen Foods,"Oats, Honey, Almonds",137,3.65,34.89,17.07,3.24,milk
8901000001573,Food Product 1573,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",234,3.79,14.9,3.33,1.5,gluten
8901000001574,Food Product 1574,Frozen Foods,"Oats, Honey, Almonds",458,23.55,8.62,1.82,3.48,none
8901000001575,Food Product 1575,Cereals,"Water, Fruit Concentrate, Sugar",475,18.1,3.85,8.06,3.84,milk
8901000001576,Food Product 1576,Cereals,"Oats, Honey, Almonds",266,22.43,10.45,6.72,4.75,milk
8901000001577,Food Product 1577,Beverages,"Rice, Spices, Vegetable Oil",234,1.93,12.86,9.78,4.62,none
8901000001578,Food Product 1578,Frozen Foods,"Water, Fruit Concentrate, Sugar",279,20.76,9.14,12.81,1.34,gluten
8901000001579,Food Product 1579,Cereals,"Water, Fruit Concentrate, Sugar",100,29.37,6.61,22.99,4.1,none
8901000001580,Food Product 1580,Cereals,"Milk, Cocoa, Sugar",150,6.96,9.99,6.37,3.39,gluten
8901000001581,Food Product 1581,Snacks,"Milk, Cocoa, Sugar",262,29.38,5.17,10.29,0.21,nuts
8901000001582,Food Product 1582,Cereals,"Milk, Cocoa, Sugar",385,20.52,12.28,24.08,4.1,none
8901000001583,Food Product 1583,Frozen Foods,"Milk, Cocoa, Sugar",414,22.73,38.82,14.43,4.56,nuts
8901000001584,Food Product 1584,Snacks,"Milk, Cocoa, Sugar",238,3.39,25.29,1.12,4.77,gluten
8901000001585,Food Product 1585,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",174,11.51,23.51,1.72,1.16,milk
8901000001586,Food Product 1586,Dairy,"Oats, Honey, Almonds",146,2.55,20.14,16.8,3.41,none
8901000001587,Food Product 1587,Cereals,"Water, Fruit Concentrate, Sugar",152,25.49,11.28,4.47,2.02,gluten
8901000001588,Food Product 1588,Cereals,"Oats, Honey, Almonds",514,23.44,22.59,3.77,1.82,none
8901000001589,Food Product 1589,Beverages,"Water, Fruit Concentrate, Sugar",105,26.87,13.85,5.75,3.58,none
8901000001590,Food Product 1590,Dairy,"Oats, Honey, Almonds",270,13.37,13.92,2.84,4.87,none
8901000001591,Food Product 1591,Beverages,"Milk, Cocoa, Sugar",214,11.73,35.47,21.97,1.37,none
8901000001592,Food Product 1592,Snacks,"Milk, Cocoa, Sugar",137,0.4,38.19,10.47,1.16,nuts
8901000001593,Food Product 1593,Snacks,"Water, Fruit Concentrate, Sugar",342,23.4,38.58,19.37,4.23,milk
8901000001594,Food Product 1594,Frozen Foods,"Water, Fruit Concentrate, Sugar",444,1.34,34.58,16.26,0.35,nuts
8901000001595,Food Product 1595,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",291,19.93,35.06,13.51,3.5,none
8901000001596,Food Product 1596,Frozen Foods,"Water, Fruit Concentrate, Sugar",503,7.82,38.09,14.09,3.36,none
8901000001597,Food Product 1597,Frozen Foods,"Water, Fruit Concentrate, Sugar",236,5.47,35.08,16.13,2.48,milk
8901000001598,Food Product 1598,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",366,22.63,13.15,19.44,4.05,milk
8901000001599,Food Product 1599,Cereals,"Oats, Honey, Almonds",253,4.28,37.58,7.16,3.95,milk
8901000001600,Food Product 1600,Dairy,"Water, Fruit Concentrate, Sugar",492,7.3,33.35,18.66,3.96,milk
8901000001601,Food Product 1601,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",267,13.22,3.71,21.28,4.14,nuts
8901000001602,Food Product 1602,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",129,12.74,8.48,23.06,0.36,milk
8901000001603,Food Product 1603,Frozen Foods,"Oats, Honey, Almonds",267,23.39,20.86,12.76,0.59,milk
8901000001604,Food Product 1604,Beverages,"Oats, Honey, Almonds",65,27.48,19.3,3.63,4.61,nuts
8901000001605,Food Product 1605,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",391,30.0,30.56,13.58,4.72,gluten
8901000001606,Food Product 1606,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",405,7.39,21.2,19.54,2.26,milk
8901000001607,Food Product 1607,Snacks,"Oats, Honey, Almonds",318,5.2,24.92,24.68,2.01,none
8901000001608,Food Product 1608,Dairy,"Milk, Cocoa, Sugar",470,12.97,15.97,17.6,3.92,none
8901000001609,Food Product 1609,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",310,9.89,34.65,13.19,0.24,none
8901000001610,Food Product 1610,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",75,6.36,16.9,10.94,3.2,gluten
8901000001611,Food Product 1611,Snacks,"Water, Fruit Concentrate, Sugar",548,29.41,22.85,10.45,0.66,gluten
8901000001612,Food Product 1612,Beverages,"Rice, Spices, Vegetable Oil",207,15.45,1.21,20.76,1.97,none
8901000001613,Food Product 1613,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",210,12.76,19.0,11.54,2.59,gluten
8901000001614,Food Product 1614,Beverages,"Milk, Cocoa, Sugar",120,9.7,1.23,22.13,4.28,nuts
8901000001615,Food Product 1615,Beverages,"Milk, Cocoa, Sugar",127,29.05,38.64,18.75,1.84,gluten
8901000001616,Food Product 1616,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",200,0.6,29.24,23.19,0.21,none
8901000001617,Food Product 1617,Beverages,"Rice, Spices, Vegetable Oil",286,10.02,22.83,3.8,1.85,nuts
8901000001618,Food Product 1618,Dairy,"Water, Fruit Concentrate, Sugar",488,26.02,1.93,12.83,0.57,none
8901000001619,Food Product 1619,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",324,4.58,4.98,16.33,0.67,milk
8901000001620,Food Product 1620,Cereals,"Rice, Spices, Vegetable Oil",351,17.78,7.29,22.98,4.1,none
8901000001621,Food Product 1621,Cereals,"Rice, Spices, Vegetable Oil",506,17.13,29.27,24.6,2.68,none
8901000001622,Food Product 1622,Cereals,"Water, Fruit Concentrate, Sugar",131,19.23,4.63,22.49,3.54,nuts
8901000001623,Food Product 1623,Beverages,"Milk, Cocoa, Sugar",510,17.95,11.02,8.72,1.15,milk
8901000001624,Food Product 1624,Beverages,"Water, Fruit Concentrate, Sugar",57,19.39,37.18,24.56,1.54,nuts
8901000001625,Food Product 1625,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",465,9.54,9.97,3.17,1.19,none
8901000001626,Food Product 1626,Cereals,"Rice, Spices, Vegetable Oil",87,26.01,1.78,3.69,3.57,none
8901000001627,Food Product 1627,Snacks,"Milk, Cocoa, Sugar",366,13.79,30.92,15.71,1.76,milk
8901000001628,Food Product 1628,Cereals,"Rice, Spices, Vegetable Oil",252,22.27,0.58,4.74,0.91,none
8901000001629,Food Product 1629,Frozen Foods,"Milk, Cocoa, Sugar",294,19.87,16.15,0.29,4.58,nuts
8901000001630,Food Product 1630,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",171,4.52,34.95,4.19,1.47,none
8901000001631,Food Product 1631,Cereals,"Water, Fruit Concentrate, Sugar",344,29.38,24.51,16.93,3.64,gluten
8901000001632,Food Product 1632,Snacks,"Water, Fruit Concentrate, Sugar",389,22.08,6.87,3.65,2.2,milk
8901000001633,Food Product 1633,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",403,22.45,36.1,23.9,2.04,gluten
8901000001634,Food Product 1634,Cereals,"Oats, Honey, Almonds",289,25.52,36.56,10.29,4.39,gluten
8901000001635,Food Product 1635,Beverages,"Rice, Spices, Vegetable Oil",248,29.01,11.2,6.29,1.17,nuts
8901000001636,Food Product 1636,Snacks,"Water, Fruit Concentrate, Sugar",232,1.03,18.55,18.68,1.34,nuts
8901000001637,Food Product 1637,Cereals,"Milk, Cocoa, Sugar",235,7.99,0.89,22.84,4.7,milk
8901000001638,Food Product 1638,Snacks,"Rice, Spices, Vegetable Oil",188,3.98,31.83,4.01,2.91,nuts
8901000001639,Food Product 1639,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",71,10.55,28.17,9.35,0.47,gluten
8901000001640,Food Product 1640,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",376,24.09,19.09,13.11,3.83,milk
8901000001641,Food Product 1641,Snacks,"Rice, Spices, Vegetable Oil",480,28.41,30.75,4.89,1.02,nuts
8901000001642,Food Product 1642,Dairy,"Water, Fruit Concentrate, Sugar",265,26.83,17.36,11.46,4.52,nuts
8901000001643,Food Product 1643,Frozen Foods,"Milk, Cocoa, Sugar",392,21.81,8.5,3.79,4.88,gluten
8901000001644,Food Product 1644,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",270,25.78,6.87,5.51,2.97,milk
8901000001645,Food Product 1645,Frozen Foods,"Water, Fruit Concentrate, Sugar",167,14.8,2.74,22.72,2.0,gluten
8901000001646,Food Product 1646,Cereals,"Water, Fruit Concentrate, Sugar",504,29.36,30.72,8.12,2.65,none
8901000001647,Food Product 1647,Snacks,"Rice, Spices, Vegetable Oil",352,1.9,36.49,8.88,1.63,gluten
8901000001648,Food Product 1648,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",222,7.56,10.08,11.22,1.46,milk
8901000001649,Food Product 1649,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",73,11.25,37.37,1.21,3.82,gluten
8901000001650,Food Product 1650,Frozen Foods,"Rice, Spices, Vegetable Oil",486,23.82,5.49,23.83,0.92,gluten
8901000001651,Food Product 1651,Snacks,"Oats, Honey, Almonds",382,29.29,31.67,24.81,4.52,milk
8901000001652,Food Product 1652,Snacks,"Oats, Honey, Almonds",98,27.36,22.23,2.55,1.16,milk
8901000001653,Food Product 1653,Frozen Foods,"Oats, Honey, Almonds",489,24.35,12.92,0.62,4.59,none
8901000001654,Food Product 1654,Snacks,"Milk, Cocoa, Sugar",431,17.46,7.47,23.24,0.28,milk
8901000001655,Food Product 1655,Dairy,"Water, Fruit Concentrate, Sugar",71,5.1,1.4,7.39,2.07,gluten
8901000001656,Food Product 1656,Cereals,"Oats, Honey, Almonds",371,27.42,19.05,20.62,3.48,milk
8901000001657,Food Product 1657,Beverages,"Water, Fruit Concentrate, Sugar",165,27.79,4.52,21.91,2.99,milk
8901000001658,Food Product 1658,Snacks,"Rice, Spices, Vegetable Oil",333,12.28,0.02,13.96,0.25,nuts
8901000001659,Food Product 1659,Beverages,"Rice, Spices, Vegetable Oil",527,10.18,30.72,12.63,4.8,none
8901000001660,Food Product 1660,Dairy,"Rice, Spices, Vegetable Oil",366,0.92,12.28,2.4,4.19,nuts
8901000001661,Food Product 1661,Dairy,"Rice, Spices, Vegetable Oil",347,13.05,24.45,8.6,0.49,none
8901000001662,Food Product 1662,Cereals,"Oats, Honey, Almonds",367,18.03,28.41,16.21,2.18,milk
8901000001663,Food Product 1663,Dairy,"Oats, Honey, Almonds",275,18.49,38.13,18.72,3.91,gluten
8901000001664,Food Product 1664,Frozen Foods,"Milk, Cocoa, Sugar",324,2.37,34.27,11.49,1.65,milk
8901000001665,Food Product 1665,Frozen Foods,"Milk, Cocoa, Sugar",241,11.06,4.72,14.8,3.19,milk
8901000001666,Food Product 1666,Frozen Foods,"Water, Fruit Concentrate, Sugar",509,8.98,22.26,23.5,2.9,none
8901000001667,Food Product 1667,Beverages,"Rice, Spices, Vegetable Oil",201,15.45,34.13,24.86,2.65,nuts
8901000001668,Food Product 1668,Snacks,"Oats, Honey, Almonds",295,18.33,10.69,13.0,0.24,none
8901000001669,Food Product 1669,Dairy,"Milk, Cocoa, Sugar",176,12.32,30.47,23.54,3.53,gluten
8901000001670,Food Product 1670,Dairy,"Water, Fruit Concentrate, Sugar",376,1.73,34.71,17.13,1.14,gluten
8901000001671,Food Product 1671,Snacks,"Water, Fruit Concentrate, Sugar",507,9.21,5.1,6.54,0.4,gluten
8901000001672,Food Product 1672,Dairy,"Oats, Honey, Almonds",117,1.71,4.39,7.76,4.59,gluten
8901000001673,Food Product 1673,Snacks,"Rice, Spices, Vegetable Oil",104,21.17,39.27,20.82,2.75,gluten
8901000001674,Food Product 1674,Dairy,"Oats, Honey, Almonds",157,1.73,18.04,15.57,3.27,nuts
8901000001675,Food Product 1675,Frozen Foods,"Oats, Honey, Almonds",228,3.18,35.89,18.96,0.44,gluten
8901000001676,Food Product 1676,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",73,28.51,36.7,18.81,3.69,gluten
8901000001677,Food Product 1677,Snacks,"Milk, Cocoa, Sugar",332,15.84,11.78,8.48,0.15,gluten
8901000001678,Food Product 1678,Cereals,"Water, Fruit Concentrate, Sugar",260,18.33,29.55,24.92,3.7,milk
8901000001679,Food Product 1679,Cereals,"Rice, Spices, Vegetable Oil",219,23.85,38.09,3.06,0.75,nuts
8901000001680,Food Product 1680,Dairy,"Milk, Cocoa, Sugar",94,8.83,15.59,9.69,4.39,gluten
8901000001681,Food Product 1681,Frozen Foods,"Oats, Honey, Almonds",293,27.55,11.79,10.83,1.41,gluten
8901000001682,Food Product 1682,Frozen Foods,"Water, Fruit Concentrate, Sugar",444,22.19,29.92,19.49,3.04,none
8901000001683,Food Product 1683,Dairy,"Water, Fruit Concentrate, Sugar",542,14.95,36.92,9.93,3.15,nuts
8901000001684,Food Product 1684,Dairy,"Rice, Spices, Vegetable Oil",371,8.23,5.37,7.96,2.67,nuts
8901000001685,Food Product 1685,Frozen Foods,"Rice, Spices, Vegetable Oil",240,7.45,26.39,4.91,3.26,gluten
8901000001686,Food Product 1686,Snacks,"Water, Fruit Concentrate, Sugar",534,19.63,25.15,22.81,2.35,gluten
8901000001687,Food Product 1687,Frozen Foods,"Oats, Honey, Almonds",78,6.32,16.61,0.45,4.84,nuts
8901000001688,Food Product 1688,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",337,12.43,10.54,15.42,1.19,none
8901000001689,Food Product 1689,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",492,8.44,1.3,8.18,0.83,nuts
8901000001690,Food Product 1690,Dairy,"Water, Fruit Concentrate, Sugar",389,22.52,18.89,15.15,4.05,none
8901000001691,Food Product 1691,Frozen Foods,"Rice, Spices, Vegetable Oil",326,2.11,22.32,8.67,2.57,none
8901000001692,Food Product 1692,Cereals,"Oats, Honey, Almonds",376,2.23,25.16,11.81,4.64,milk
8901000001693,Food Product 1693,Cereals,"Milk, Cocoa, Sugar",119,6.14,18.21,3.3,0.13,gluten
8901000001694,Food Product 1694,Snacks,"Water, Fruit Concentrate, Sugar",164,15.79,9.34,22.25,3.35,milk
8901000001695,Food Product 1695,Dairy,"Water, Fruit Concentrate, Sugar",155,19.7,25.63,9.36,4.09,nuts
8901000001696,Food Product 1696,Dairy,"Milk, Cocoa, Sugar",206,23.72,7.25,12.67,4.55,none
8901000001697,Food Product 1697,Snacks,"Rice, Spices, Vegetable Oil",410,8.95,13.31,17.62,2.23,gluten
8901000001698,Food Product 1698,Beverages,"Oats, Honey, Almonds",248,14.45,13.53,20.23,4.87,nuts
8901000001699,Food Product 1699,Frozen Foods,"Water, Fruit Concentrate, Sugar",331,16.91,38.43,4.22,2.59,milk
8901000001700,Food Product 1700,Beverages,"Rice, Spices, Vegetable Oil",445,26.67,24.88,10.47,4.71,nuts
8901000001701,Food Product 1701,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",243,5.36,23.86,2.07,0.77,none
8901000001702,Food Product 1702,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",390,1.88,30.82,8.03,1.81,gluten
8901000001703,Food Product 1703,Dairy,"Rice, Spices, Vegetable Oil",392,3.14,14.82,10.1,3.46,milk
8901000001704,Food Product 1704,Snacks,"Rice, Spices, Vegetable Oil",185,19.92,13.7,4.27,1.05,nuts
8901000001705,Food Product 1705,Beverages,"Oats, Honey, Almonds",310,6.32,39.95,6.94,1.92,nuts
8901000001706,Food Product 1706,Dairy,"Rice, Spices, Vegetable Oil",235,9.5,23.73,5.43,1.53,none
8901000001707,Food Product 1707,Cereals,"Rice, Spices, Vegetable Oil",379,0.99,33.52,11.12,3.68,gluten
8901000001708,Food Product 1708,Dairy,"Water, Fruit Concentrate, Sugar",486,24.23,0.84,4.95,3.34,none
8901000001709,Food Product 1709,Snacks,"Milk, Cocoa, Sugar",303,18.07,19.43,13.74,2.09,gluten
8901000001710,Food Product 1710,Beverages,"Rice, Spices, Vegetable Oil",240,24.48,5.95,4.69,4.12,none
8901000001711,Food Product 1711,Beverages,"Water, Fruit Concentrate, Sugar",277,8.22,27.25,7.14,1.1,none
8901000001712,Food Product 1712,Dairy,"Oats, Honey, Almonds",338,3.97,23.05,16.47,2.69,milk
8901000001713,Food Product 1713,Dairy,"Water, Fruit Concentrate, Sugar",495,14.51,18.66,1.94,2.08,nuts
8901000001714,Food Product 1714,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",173,3.62,34.51,24.21,2.97,gluten
8901000001715,Food Product 1715,Snacks,"Milk, Cocoa, Sugar",366,1.05,39.59,5.51,0.4,nuts
8901000001716,Food Product 1716,Snacks,"Oats, Honey, Almonds",324,18.29,28.94,20.18,0.16,none
8901000001717,Food Product 1717,Snacks,"Water, Fruit Concentrate, Sugar",355,21.35,3.04,20.05,4.59,nuts
8901000001718,Food Product 1718,Snacks,"Rice, Spices, Vegetable Oil",529,13.86,34.14,2.28,3.31,gluten
8901000001719,Food Product 1719,Dairy,"Oats, Honey, Almonds",79,22.9,34.92,0.54,0.72,milk
8901000001720,Food Product 1720,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",261,26.51,0.04,2.51,1.66,none
8901000001721,Food Product 1721,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",122,10.11,24.14,2.95,2.97,milk
8901000001722,Food Product 1722,Frozen Foods,"Rice, Spices, Vegetable Oil",448,13.74,19.37,12.58,2.6,none
8901000001723,Food Product 1723,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",507,23.76,1.3,8.55,0.75,nuts
8901000001724,Food Product 1724,Snacks,"Rice, Spices, Vegetable Oil",548,6.91,13.84,5.09,1.08,gluten
8901000001725,Food Product 1725,Snacks,"Rice, Spices, Vegetable Oil",462,6.74,3.98,13.13,0.26,none
8901000001726,Food Product 1726,Cereals,"Rice, Spices, Vegetable Oil",345,13.19,20.87,10.1,0.51,milk
8901000001727,Food Product 1727,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",477,21.81,12.29,5.33,3.36,milk
8901000001728,Food Product 1728,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",366,6.59,28.59,15.31,2.2,milk
8901000001729,Food Product 1729,Cereals,"Water, Fruit Concentrate, Sugar",409,0.45,29.02,10.44,4.13,none
8901000001730,Food Product 1730,Frozen Foods,"Rice, Spices, Vegetable Oil",173,7.09,3.57,5.26,0.03,gluten
8901000001731,Food Product 1731,Beverages,"Oats, Honey, Almonds",528,17.07,2.27,8.75,4.97,none
8901000001732,Food Product 1732,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",82,4.66,3.23,16.5,1.8,gluten
8901000001733,Food Product 1733,Snacks,"Water, Fruit Concentrate, Sugar",421,18.58,5.62,2.3,1.06,milk
8901000001734,Food Product 1734,Dairy,"Rice, Spices, Vegetable Oil",445,17.58,13.86,0.1,3.72,gluten
8901000001735,Food Product 1735,Dairy,"Water, Fruit Concentrate, Sugar",249,7.3,34.07,2.69,2.29,milk
8901000001736,Food Product 1736,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",152,27.94,5.38,13.75,1.43,nuts
8901000001737,Food Product 1737,Snacks,"Water, Fruit Concentrate, Sugar",358,3.8,1.06,5.61,0.78,nuts
8901000001738,Food Product 1738,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",337,23.49,38.63,19.76,3.76,milk
8901000001739,Food Product 1739,Cereals,"Water, Fruit Concentrate, Sugar",346,7.0,13.58,11.86,3.32,milk
8901000001740,Food Product 1740,Cereals,"Oats, Honey, Almonds",294,5.42,0.05,8.31,1.0,none
8901000001741,Food Product 1741,Snacks,"Water, Fruit Concentrate, Sugar",380,15.2,15.21,19.89,0.39,milk
8901000001742,Food Product 1742,Beverages,"Rice, Spices, Vegetable Oil",330,4.25,4.86,3.35,2.99,milk
8901000001743,Food Product 1743,Cereals,"Water, Fruit Concentrate, Sugar",449,29.9,36.9,15.39,2.99,gluten
8901000001744,Food Product 1744,Dairy,"Milk, Cocoa, Sugar",67,10.16,24.26,14.65,2.58,gluten
